Title,Edition,Publisher,Publication Place,Publication Country,"Full Text
(combined)
First","Full Text
(combined)
Last","Full Text
(combined)
Gaps","Scholarly / Peer-
Reviewed","Full Text
First","Full Text
Last","Full Text
Gaps","Full
Text - PDF
First","Full
Text - PDF
Last","Full
Text - PDF
Gaps",Embargo Days,"Cit/Abs
(combined)
First","Cit/Abs
(combined)
Last","Cit/Abs
(combined)
Gaps","Other
Formats First","Other
Formats Last","Other
Formats Gaps","Peer-
Reviewed",Pub Type,Pub Language,Notes and Changes
The Spectator,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Hamilton, Ont.",Canada,07-Oct-1991,Current,,N,07-Oct-1991,Current,,,,,,07-Oct-1991,Current,,,,,N,Newspapers,English,
Spruce Grove Examiner,,Postmedia Network Inc.,Spruce Grove,Canada,27-Apr-2007,Current,,N,27-Apr-2007,Current,,,,,1,27-Apr-2007,Current,,,,,N,Newspapers,English,
Spruce Grove Examiner (Online),,Postmedia Network Inc.,Spruce Grove,Canada,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 18-Apr-2021--24-Mar-2022,N,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 18-Apr-2021--24-Mar-2022,,,,1,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 18-Apr-2021--24-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
St. Lawrence EMC,,Postmedia Network Inc.,"St. Lawrence, Ont.",Canada,02-Apr-2009,23-Nov-2017,,N,02-Apr-2009,23-Nov-2017,,,,,,02-Apr-2009,23-Nov-2017,,,,,N,Newspapers,English,
St. Mary's Journal - Argus,,Postmedia Network Inc.,"St. Mary's, Ont.",Canada,02-Feb-2005,22-Nov-2017,,N,02-Feb-2005,22-Nov-2017,,,,,,02-Feb-2005,22-Nov-2017,,,,,N,Newspapers,English,
St. Thomas Times-Journal,,Postmedia Network Inc.,Saint Thomas,Canada,25-May-2007,Current,,N,25-May-2007,Current,,,,,1,25-May-2007,Current,,,,,N,Newspapers,English,
St. Thomas Times-Journal (Online),,Postmedia Network Inc.,St. Thomas,Canada,15-May-2015,Current,24-Sep-2021--24-Mar-2022,N,15-May-2015,Current,24-Sep-2021--24-Mar-2022,,,,1,15-May-2015,Current,24-Sep-2021--24-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Standard,,Postmedia Network Inc.,Vermilion,Canada,18-May-2011,22-Feb-2023,,N,18-May-2011,22-Feb-2023,,,,,,18-May-2011,22-Feb-2023,,,,,N,Newspapers,English,
Standard (Online),,Postmedia Network Inc.,Vermilion,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 12-Apr-2021--13-Feb-2022,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 12-Apr-2021--13-Feb-2022,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 12-Apr-2021--13-Feb-2022,,,,N,"Blogs, Podcasts, & Websites",English,
The Standard (Online),,Postmedia Network Inc.,Elliot Lake,Canada,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 17-Apr-2021--23-Mar-2022,N,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 17-Apr-2021--23-Mar-2022,,,,1,14-May-2015,Current,01-Jan-2019--31-Dec-2019; 17-Apr-2021--23-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Standard - Freeholder,,Postmedia Network Inc.,"Cornwall, Ont.",Canada,25-Feb-1999,Current,01-Jan-2009--31-Dec-2011; 01-Jan-2014--31-Dec-2014,N,25-Feb-1999,Current,01-Jan-2009--31-Dec-2011; 01-Jan-2014--31-Dec-2014,,,,1,25-Feb-1999,Current,01-Jan-2009--31-Dec-2011; 01-Jan-2014--31-Dec-2014,,,,N,Newspapers,English,
The Standard,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","St. Catharines, Ont.",Canada,01-Oct-1996,Current,01-Jan-2007--31-Dec-2017,N,01-Oct-1996,Current,01-Jan-2007--31-Dec-2017,,,,,01-Oct-1996,Current,01-Jan-2007--31-Dec-2017,,,,N,Newspapers,English,
The Standard,,Black Press Group Ltd.,"Hope, B.C.",Canada,05-Aug-2004,01-Apr-2022,,N,05-Aug-2004,01-Apr-2022,,,,,,05-Aug-2004,01-Apr-2022,,,,,N,Newspapers,English,
The Standard,,Postmedia Network Inc.,Elliot Lake,Canada,13-Mar-2013,Current,,N,13-Mar-2013,Current,,,,,1,13-Mar-2013,Current,,,,,N,Newspapers,English,
Standard-Freeholder (Online),,Postmedia Network Inc.,Cornwall,Canada,25-Feb-2008,22-Jun-2022,01-Jan-2019--31-Dec-2021; 01-Jan-2022--28-Mar-2022,N,25-Feb-2008,22-Jun-2022,01-Jan-2019--31-Dec-2021; 01-Jan-2022--28-Mar-2022,,,,,25-Feb-2008,22-Jun-2022,01-Jan-2019--27-Feb-2019; 02-Jun-2019--28-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Star - Phoenix,,Postmedia Network Inc.,"Saskatoon, Sask.",Canada,01-May-1996,Current,,N,01-May-1996,Current,,,,,1,01-May-1996,Current,01-Jan-2019--31-Dec-2024,,,,N,Newspapers,English,
Star - Phoenix (Online),,Postmedia Network Inc.,Saskatoon,Canada,30-Nov-2017,Current,,N,30-Nov-2017,Current,,,,,1,30-Nov-2017,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Stayner Sun,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Wasaga Beach, Ont.",Canada,26-Jan-2010,Current,01-Jan-2017--31-Dec-2017; 01-Jan-2019--31-Dec-2019; 01-Jan-2023--31-Dec-2023,N,26-Jan-2010,Current,01-Jan-2017--31-Dec-2017; 01-Jan-2019--31-Dec-2019; 01-Jan-2023--31-Dec-2023,,,,,26-Jan-2010,Current,01-Jan-2017--31-Dec-2017; 01-Jan-2019--31-Dec-2019; 01-Jan-2023--31-Dec-2023,,,,N,Newspapers,English,
Stettler Independent (Online),,Black Press Group Ltd.,Stettler,Canada,15-Mar-2023,Current,,N,15-Mar-2023,Current,,,,,,15-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Stettler Independent,,Postmedia Network Inc.,Stettler,Canada,19-Jun-2013,Current,,N,19-Jun-2013,Current,,,,,,19-Jun-2013,Current,,,,,N,Newspapers,English,
Stirling EMC,,Postmedia Network Inc.,"Stirling, Ont.",Canada,03-Apr-2009,12-Nov-2015,,N,03-Apr-2009,12-Nov-2015,,,,,,03-Apr-2009,12-Nov-2015,,,,,N,Newspapers,English,
Stittsville News,,Postmedia Network Inc.,"Nepean, Ont.",Canada,18-Jul-2013,03-Jan-2018,,N,18-Jul-2013,03-Jan-2018,,,,,,18-Jul-2013,03-Jan-2018,,,,,N,Newspapers,English,
Stittsville/Richmond EMC,,Postmedia Network Inc.,"Stittsville, Ont.",Canada,03-Apr-2009,11-Jan-2018,,N,03-Apr-2009,11-Jan-2018,,,,,,03-Apr-2009,11-Jan-2018,,,,,N,Newspapers,English,
Stonewall Argus and Teulon Times,,Postmedia Network Inc.,Stonewall,Canada,01-Dec-2011,07-May-2020,,N,01-Dec-2011,07-May-2020,,,,,,01-Dec-2011,07-May-2020,,,,,N,Newspapers,English,
Stoney Creek News,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Stoney Creek, Ont.",Canada,01-Sep-1999,Current,,N,01-Sep-1999,Current,,,,,,01-Sep-1999,Current,,,,,N,Newspapers,English,
The Stony Plain Reporter (Online),,Postmedia Network Inc.,Stony Plain,Canada,05-Jan-2018,Current,01-Jan-2019--31-Dec-2019; 10-Apr-2021--19-Mar-2022,N,05-Jan-2018,Current,01-Jan-2019--31-Dec-2019; 10-Apr-2021--19-Mar-2022,,,,1,05-Jan-2018,Current,01-Jan-2019--31-Dec-2019; 10-Apr-2021--19-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
The Stony Plain Reporter,,Postmedia Network Inc.,Stony Plain,Canada,27-Apr-2007,Current,,N,27-Apr-2007,Current,,,,,1,27-Apr-2007,Current,,,,,N,Newspapers,English,
Stouffville Sun-Tribune,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Stouffville, Ont.",Canada,06-Nov-2003,15-Aug-2023,,N,06-Nov-2003,15-Aug-2023,,,,,,06-Nov-2003,15-Aug-2023,,,,,N,Newspapers,English,
Stratford Gazette,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Stratford, Ont.",Canada,03-Feb-2010,16-Nov-2017,,N,03-Feb-2010,16-Nov-2017,,,,,,03-Feb-2010,16-Nov-2017,,,,,N,Newspapers,English,
The Strathmore Standard (Online),,Postmedia Network Inc.,Strathmore,Canada,15-May-2015,04-Jul-2018,,N,15-May-2015,04-Jul-2018,,,,,,15-May-2015,04-Jul-2018,,,,,N,"Blogs, Podcasts, & Websites",English,
The Strathmore Standard,,Postmedia Network Inc.,Strathmore,Canada,18-May-2011,25-Jul-2018,,N,18-May-2011,25-Jul-2018,,,,,,18-May-2011,25-Jul-2018,,,,,N,Newspapers,English,
Strathmore Times,,Alberta Weekly Newspapers Association,Stratmore,Canada,21-Jun-2013,10-Jun-2016,,N,21-Jun-2013,10-Jun-2016,,,,,,21-Jun-2013,10-Jun-2016,,,,,N,Newspapers,English,
Strathroy Age Dispatch,,Postmedia Network Inc.,Strathroy,Canada,30-Apr-2015,Current,,N,30-Apr-2015,Current,,,,,1,30-Apr-2015,Current,,,,,N,Newspapers,English,
Strathroy Age Dispatch (Online),,Postmedia Network Inc.,Strathroy,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--22-Mar-2022,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--22-Mar-2022,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 16-Apr-2021--22-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Stuart Nechako Advertiser,,Black Press Group Ltd.,Vanderhoof,Canada,16-Mar-2023,11-Jul-2024,,N,16-Mar-2023,11-Jul-2024,,,,,,16-Mar-2023,11-Jul-2024,,,,,N,Newspapers,English,
Sudbury Star,,Postmedia Network Inc.,"Sudbury, Ont.",Canada,08-Jul-1999,Current,,N,08-Jul-1999,Current,,,,,1,08-Jul-1999,Current,,,,,N,Newspapers,English,
The Sudbury Star (Online),,Postmedia Network Inc.,Sudbury,Canada,15-May-2015,Current,18-Apr-2021--28-Mar-2022,N,15-May-2015,Current,18-Apr-2021--28-Mar-2022,,,,1,15-May-2015,Current,18-Apr-2021--28-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Summerland Review,,Black Press Group Ltd.,"Summerland, B.C.",Canada,05-Aug-2004,04-Apr-2022,,N,05-Aug-2004,04-Apr-2022,,,,,,05-Aug-2004,04-Apr-2022,,,,,N,Newspapers,English,
Summerland Review (Online),,Black Press Group Ltd.,Summerland,Canada,25-Jan-2023,Current,,N,25-Jan-2023,Current,,,,,,25-Jan-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Sun Times,,Postmedia Network Inc.,"Owen Sound, Ont.",Canada,02-Mar-1998,Current,,N,02-Mar-1998,Current,,,,,1,02-Mar-1998,Current,,,,,N,Newspapers,English,
Sun Times,,Postmedia Network Inc.,"Lethbridge, Alta.",Canada,01-Apr-2009,26-Feb-2020,01-Jan-2014--31-Dec-2016,N,01-Apr-2009,26-Feb-2020,01-Jan-2014--31-Dec-2016,,,,,01-Apr-2009,26-Feb-2020,01-Jan-2014--31-Dec-2016,,,,N,Newspapers,English,
The Sun Times (Online),,Postmedia Network Inc.,Owen Sound,Canada,14-May-2015,Current,26-Sep-2021--26-Mar-2022,N,14-May-2015,Current,26-Sep-2021--26-Mar-2022,,,,1,14-May-2015,Current,26-Sep-2021--26-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Sunday Night,,Canadian Broadcasting Corporation,Toronto,Canada,07-Jun-2009,13-Sep-2009,,N,07-Jun-2009,13-Sep-2009,,,,,,07-Jun-2009,13-Sep-2009,,,,,N,Other Sources,English,
Sunday Phoenix,,Postmedia Network Inc.,"Saskatoon, Sask.",Canada,16-Sep-2001,04-Jan-2015,,N,16-Sep-2001,04-Jan-2015,,,,,,16-Sep-2001,15-Nov-2015,,,,,N,Newspapers,English,
Sunday Post,,Postmedia Network Inc.,"Regina, Sask.",Canada,04-Nov-2001,26-Oct-2014,,N,04-Nov-2001,26-Oct-2014,,,,,,04-Nov-2001,15-Nov-2015,,,,,N,Newspapers,English,
The Sunny South News,,Postmedia Network Inc.,"Coaldale, Alta.",Canada,07-Apr-2009,Current,01-Jan-2014--31-Dec-2016,N,07-Apr-2009,Current,01-Jan-2014--31-Dec-2016,,,,1,07-Apr-2009,Current,01-Jan-2014--31-Dec-2016,,,,N,Newspapers,English,
Surrey Now-Leader (Online),,Black Press Group Ltd.,Surrey,Canada,22-Dec-2020,Current,,N,22-Dec-2020,Current,,,,,,22-Dec-2020,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Sylvan Lake News,,Postmedia Network Inc.,"Sylvan Lake, Alta.",Canada,03-Apr-2009,Current,,N,03-Apr-2009,Current,,,,,1,03-Apr-2009,Current,,,,,N,Newspapers,English,
Sylvan Lake News (Online),,Black Press Group Ltd.,Sylvan Lake,Canada,16-Mar-2023,Current,,N,16-Mar-2023,Current,,,,,,16-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Taber Times,,Postmedia Network Inc.,"Taber, Alta.",Canada,01-Apr-2009,05-Apr-2017,01-Jan-2014--31-Dec-2016,N,01-Apr-2009,05-Apr-2017,01-Jan-2014--31-Dec-2016,,,,,01-Apr-2009,27-Aug-2025,01-Jan-2014--31-Dec-2016,,,,N,Newspapers,English,
Telegram,,Postmedia Network Inc.,"St. John's, Nfld.",Canada,,,,N,,,,,,,,05-Apr-1997,27-Apr-2007,,,,,N,Newspapers,English,
Telegraph-Journal,,Postmedia Network Inc.,"Saint John, N.B.",Canada,02-Jan-1998,Current,,N,02-Jan-1998,Current,,,,,1,02-Jan-1998,Current,,,,,N,Newspapers,English,
Le Téléjournal,,Canadian Broadcasting Corporation,Toronto,Canada,01-Jun-2009,Current,,N,01-Jun-2009,Current,,,,,,01-Jun-2009,Current,,,,,N,Other Sources,French,
Terrace Standard,,Black Press Group Ltd.,"Terrace, B.C.",Canada,01-Aug-2004,04-Apr-2022,,N,01-Aug-2004,04-Apr-2022,,,,,,01-Aug-2004,04-Apr-2022,,,,,N,Newspapers,English,
Terrace Standard (Online),,Black Press Group Ltd.,Terrace,Canada,15-Mar-2023,Current,,N,15-Mar-2023,Current,,,,,,15-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
This Week,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Clarington, Oshawa, Port Perry, Whitby, Ont.",Canada,26-Sep-2003,Current,,N,26-Sep-2003,Current,,,,,,26-Sep-2003,Current,,,,,N,Newspapers,English,
This Week Online,,Postmedia Network Inc.,"Moncton, N.B.",Canada,13-Jun-2008,01-Dec-2016,,N,13-Jun-2008,01-Dec-2016,,,,,,13-Jun-2008,08-Dec-2016,,,,,N,Newspapers,English,
Thunder Bay Chronicle Journal,,Postmedia Network Inc.,"Thunder Bay, Ont.",Canada,25-Feb-2017,Current,01-Jan-2020--31-Dec-2020,N,25-Feb-2017,Current,01-Jan-2020--31-Dec-2020,,,,1,25-Feb-2017,Current,01-Jan-2020--31-Dec-2020,,,,N,Newspapers,English,
The Tilbury Times,,Postmedia Network Inc.,Tilbury,Canada,30-Sep-2014,06-May-2020,,N,30-Sep-2014,06-May-2020,,,,,,30-Sep-2014,06-May-2020,,,,,N,Newspapers,English,
Tillsonburg News,,Postmedia Network Inc.,Tillsonburg,Canada,18-May-2011,Current,,N,18-May-2011,Current,,,,,1,18-May-2011,Current,,,,,N,Newspapers,English,
Tillsonburg News (Online),,Postmedia Network Inc.,Tillsonburg,Canada,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 15-Apr-2021--20-Mar-2022,N,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 15-Apr-2021--20-Mar-2022,,,,1,15-May-2015,Current,01-Jan-2019--31-Dec-2019; 15-Apr-2021--20-Mar-2022,,,,N,"Blogs, Podcasts, & Websites",English,
Times,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Cambridge, Ont.",Canada,10-Sep-1999,Current,01-Dec-2008--13-Feb-2013,N,10-Sep-1999,Current,01-Dec-2008--13-Feb-2013,,,,,10-Sep-1999,Current,01-Dec-2008--13-Feb-2013,,,,N,Newspapers,English,
Times - Colonist,,Postmedia Network Inc.,"Victoria, B.C.",Canada,04-Jan-1993,Current,,N,04-Jan-1993,Current,,,,,1,04-Jan-1993,Current,01-Jan-2019--31-Dec-2024,,,,N,Newspapers,English,
The Times - Transcript,,Postmedia Network Inc.,"Moncton, N.B.",Canada,02-Jan-1998,Current,,N,02-Jan-1998,Current,,,,,1,02-Jan-1998,Current,,,,,N,Newspapers,English,
The Times,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Clearwater, B.C.",Canada,09-Aug-2004,05-Apr-2022,,N,09-Aug-2004,05-Apr-2022,,,,,,09-Aug-2004,05-Apr-2022,,,,,N,Newspapers,English,
The Timmins Times (Online),,Postmedia Network Inc.,Timmins,Canada,15-May-2015,Current,01-Jan-2022--31-Dec-2022; 01-Jan-2024--31-Dec-2024,N,15-May-2015,Current,01-Jan-2022--31-Dec-2022; 01-Jan-2024--31-Dec-2024,,,,1,15-May-2015,Current,01-Jan-2022--31-Dec-2022; 01-Jan-2024--31-Dec-2024,,,,N,"Blogs, Podcasts, & Websites",English,
The Timmins Times,,Postmedia Network Inc.,Timmins,Canada,25-Apr-2007,Current,,N,25-Apr-2007,Current,,,,,1,25-Apr-2007,Current,,,,,N,Newspapers,English,
The Tofield Mercury,,Postmedia Network Inc.,"Tofield, Alta.",Canada,07-Apr-2009,Current,,N,07-Apr-2009,Current,,,,,1,07-Apr-2009,Current,,,,,N,Newspapers,English,
Tofino-Ucluelet Westerly News (Online),,Black Press Group Ltd.,West Coast,Canada,15-Mar-2023,Current,,N,15-Mar-2023,Current,,,,,,15-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Topic,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Bradford, Ont.",Canada,27-Jan-2010,Current,,N,27-Jan-2010,Current,,,,,,27-Jan-2010,Current,,,,,N,Newspapers,English,
Toronto Star,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Toronto, Ont.",Canada,23-May-1985,Current,,N,23-May-1985,Current,,,,,,23-May-1985,Current,01-Jan-2018--31-Dec-2022,,,,N,Newspapers,English,
The Toronto Star (Online),,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited",Toronto,Canada,07-Dec-2016,Current,01-Jan-1974--31-Dec-1977; 01-Jan-1981--31-Dec-1983; 01-Jan-1986--31-Dec-1988; 01-Jan-1990--31-Dec-1991; 01-Jan-1994--31-Dec-1994; 01-Jan-1997--31-Dec-1997; 01-Jan-2001--31-Dec-2001; 01-Jan-2004--31-Dec-2005,N,07-Dec-2016,Current,01-Jan-1974--31-Dec-1977; 01-Jan-1981--31-Dec-1983; 01-Jan-1986--31-Dec-1988; 01-Jan-1990--31-Dec-1991; 01-Jan-1994--31-Dec-1994; 01-Jan-1997--31-Dec-1997; 01-Jan-2001--31-Dec-2001; 01-Jan-2004--31-Dec-2005,,,,,07-Dec-2016,Current,01-Jan-1974--31-Dec-1977; 01-Jan-1981--31-Dec-1983; 01-Jan-1986--31-Dec-1988; 01-Jan-1990--31-Dec-1991; 01-Jan-1994--31-Dec-1994; 01-Jan-1997--31-Dec-1997; 01-Jan-2001--31-Dec-2001; 01-Jan-2004--31-Dec-2005,,,,N,"Blogs, Podcasts, & Websites",English,
The Toronto Sun (Online),,Postmedia Network Inc.,Toronto,Canada,14-May-2015,Current,,N,14-May-2015,Current,,,,,1,14-May-2015,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Toronto Sun,,Postmedia Network Inc.,Toronto,Canada,30-Apr-2007,Current,,N,30-Apr-2007,Current,,,,,1,30-Apr-2007,Current,,,,,N,Newspapers,English,
Toronto.com,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited",Toronto,Canada,23-Mar-2023,Current,,N,23-Mar-2023,Current,,,,,,08-Mar-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Tout le monde en parle,,Canadian Broadcasting Corporation,Montreal,Canada,02-Jul-2009,01-Sep-2015,,N,02-Jul-2009,01-Sep-2015,,,,,,02-Jul-2009,01-Sep-2015,,,,,N,Other Sources,French,
Town & Country News,,Postmedia Network Inc.,"Beaverlodge, Alta.",Canada,06-Feb-2014,18-Jun-2015,,N,06-Feb-2014,18-Jun-2015,,,,,,06-Feb-2014,21-Aug-2025,,,,,N,Newspapers,,
Trail Times,,Postmedia Network Inc.,"Trail, B.C.",Canada,01-Sep-1999,14-Feb-2018,,N,01-Sep-1999,14-Feb-2018,,,,,,01-Sep-1999,14-Feb-2018,,,,,N,Newspapers,English,
Trail Times (Online),,Black Press Group Ltd.,Trail,Canada,19-Feb-2023,Current,,N,19-Feb-2023,Current,,,,,,19-Feb-2023,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
Trenton Trentonian,,Postmedia Network Inc.,Trenton,Canada,30-Apr-2015,Current,,N,30-Apr-2015,Current,,,,,1,30-Apr-2015,Current,,,,,N,Newspapers,English,
Trenton Trentonian (Online),,Postmedia Network Inc.,Trenton,Canada,23-Jul-2015,Current,,N,23-Jul-2015,Current,,,,,1,23-Jul-2015,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Tri - Cities NOW,,Postmedia Network Inc.,"Port Moody, B.C.",Canada,03-Jul-2002,15-Oct-2015,,N,03-Jul-2002,15-Oct-2015,,,,,,03-Jul-2002,15-Oct-2015,,,,,N,Newspapers,English,
The Tri - Cities Now,,Postmedia Network Inc.,"Port Moody, B.C.",Canada,15-Jun-2002,30-Mar-2017,,N,15-Jun-2002,30-Mar-2017,,,,,,15-Jun-2002,30-Mar-2017,,,,,N,Newspapers,English,
The Tri City News,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Coquitlam, B.C.",Canada,,,,N,,,,,,,,04-Aug-2004,19-May-2015,,,,,N,Newspapers,English,
Tribune,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Guelph, Ont.",Canada,10-Sep-1999,14-Apr-2019,01-Dec-2008--26-May-2010,N,10-Sep-1999,14-Apr-2019,01-Dec-2008--26-May-2010,,,,,10-Sep-1999,14-Apr-2019,01-Dec-2008--26-May-2010; 01-Jan-2017--31-Dec-2017,,,,N,Newspapers,English,
Tribune,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Welland, Ont.",Canada,17-Mar-1999,Current,01-Jan-2007--31-Dec-2017,N,17-Mar-1999,Current,01-Jan-2007--31-Dec-2017,,,,,17-Mar-1999,Current,01-Jan-2007--31-Dec-2017,,,,N,Newspapers,English,
The Tribune,,Postmedia Network Inc.,"Campbellton, N.B.",Canada,30-Apr-2008,Current,,N,30-Apr-2008,Current,,,,,1,30-Apr-2008,Current,,,,,N,Newspapers,English,
The Tribune,,Black Press Group Ltd.,"Williams Lake, B.C.",Canada,03-Aug-2004,04-Apr-2022,,N,03-Aug-2004,04-Apr-2022,,,,,,03-Aug-2004,04-Apr-2022,,,,,N,Newspapers,English,
Une heure sur Terre,,Canadian Broadcasting Corporation,Montreal,Canada,22-Jan-2010,07-Jul-2013,,N,22-Jan-2010,07-Jul-2013,,,,,,22-Jan-2010,07-Jul-2013,,,,,N,Other Sources,French,
Uxbridge Times - Journal,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Uxbridge, Ont.",Canada,08-Oct-2003,Current,,N,08-Oct-2003,Current,,,,,,08-Oct-2003,Current,,,,,N,Newspapers,English,
The Valley Leader,,Postmedia Network Inc.,Carman,Canada,01-Dec-2011,07-May-2020,,N,01-Dec-2011,07-May-2020,,,,,,01-Dec-2011,07-May-2020,,,,,N,Newspapers,English,
The Valleyview Valley Views,,Alberta Weekly Newspapers Association,"Valleyview, Alta.",Canada,01-Apr-2009,25-Feb-2015,,N,01-Apr-2009,25-Feb-2015,,,,,,01-Apr-2009,25-Feb-2015,,,,,N,Newspapers,English,
Vancouver Courier,,Postmedia Network Inc.,"Vancouver, B.C.",Canada,15-Sep-2002,27-Jun-2023,,N,15-Sep-2002,27-Jun-2023,,,,,,15-Sep-2002,27-Jun-2023,,,,,N,Newspapers,English,
Vancouver Island Free Daily (Online),,Black Press Group Ltd.,Parksville,Canada,23-Oct-2021,Current,01-Jan-2022--31-Dec-2022,N,23-Oct-2021,Current,01-Jan-2022--31-Dec-2022,,,,,23-Oct-2021,Current,01-Jan-2022--31-Dec-2022,,,,N,"Blogs, Podcasts, & Websites",English,
The Vancouver Sun (Online),,Postmedia Network Inc.,Vancouver,Canada,30-Nov-2017,Current,,N,30-Nov-2017,Current,,,,,1,30-Nov-2017,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Vancouver Sun,,Postmedia Network Inc.,"Vancouver, B.C.",Canada,02-Jan-1987,Current,,N,02-Jan-1987,Current,,,,,1,02-Jan-1987,Current,01-Jan-2019--31-Dec-2022,,,,N,Newspapers,English,
Vaughan Citizen,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Vaughan, Ont.",Canada,26-Apr-2007,Current,,N,26-Apr-2007,Current,,,,,,26-Apr-2007,Current,,,,,N,Newspapers,English,
The Vauxhall Advance,,Postmedia Network Inc.,"Vauxhall, Alta.",Canada,02-Apr-2009,06-Apr-2017,01-Jan-2014--31-Dec-2016,N,02-Apr-2009,06-Apr-2017,01-Jan-2014--31-Dec-2016,,,,,02-Apr-2009,28-Aug-2025,01-Jan-2014--31-Dec-2016,,,,N,Newspapers,English,
Vegreville Observer,,Alberta Weekly Newspapers Association,"Vegreville, Alta.",Canada,24-Jun-2009,27-May-2015,,N,24-Jun-2009,27-May-2015,,,,,,24-Jun-2009,27-May-2015,,,,,N,Newspapers,English,
Vermilion and Area Voice,,Alberta Weekly Newspapers Association,Vermilion,Canada,24-Jun-2013,13-Jun-2016,,N,24-Jun-2013,13-Jun-2016,,,,,,24-Jun-2013,13-Jun-2016,,,,,N,Newspapers,English,
Victoria News,,Black Press Group Ltd.,"Victoria, B.C.",Canada,31-Dec-1969,04-Apr-2022,01-Jan-1970--31-Dec-2003,N,31-Dec-1969,04-Apr-2022,01-Jan-1970--31-Dec-2003,,,,,31-Dec-1969,04-Apr-2022,01-Jan-1970--31-Dec-2003,,,,N,Newspapers,English,
Victoria News (Online),,Black Press Group Ltd.,Victoria,Canada,26-Sep-2022,Current,,N,26-Sep-2022,Current,,,,,,26-Sep-2022,Current,,,,,N,"Blogs, Podcasts, & Websites",English,
The Victoria Star,,Postmedia Network Inc.,"Grand Falls, N.B.",Canada,30-Apr-2008,04-Aug-2020,,N,30-Apr-2008,04-Aug-2020,,,,,,30-Apr-2008,04-Aug-2020,,,,,N,Newspapers,English,
Victoria Weekend,,"Torstar Syndication Services, a Division of Toronto Star Newspapers Limited","Victoria, B.C.",Canada,06-Aug-2004,23-Sep-2005,,N,06-Aug-2004,23-Sep-2005,,,,,,06-Aug-2004,23-Sep-2005,,,,,N,Newspapers,English,
La Voix du Restigouche,,Postmedia Network Inc.,"Campbellton, N.B.",Canada,25-Apr-2008,23-Jan-2020,,N,25-Apr-2008,23-Jan-2020,,,,,,25-Apr-2008,23-Jan-2020,,,,,N,Newspapers,French,
